
;country: pr
62.249.0.0,62.249.31.255,8192,21/07/00,Verizon Portugal- Sociedade Unipessoal Lda
77.54.0.0,77.54.255.255,65536,25/01/07,Vodafone Portugal - Communicacoes Pessoais S.A.
78.29.128.0,78.29.191.255,16384,27/09/07,NOS ACORES COMUNICACOES, S.A.
78.130.0.0,78.130.127.255,32768,09/05/07,NOS COMUNICACOES, S.A.
78.137.192.0,78.137.255.255,16384,01/09/11,Vodafone Portugal - Communicacoes Pessoais S.A.
79.168.0.0,79.169.255.255,131072,05/09/07,NOS COMUNICACOES, S.A.
80.172.0.0,80.172.255.255,65536,12/05/03,Claranet Portugal Telecomunicacoes S.A.
80.243.80.0,80.243.95.255,4096,09/09/05,NOS COMUNICACOES, S.A.
81.20.240.0,81.20.255.255,4096,26/03/02,
81.84.0.0,81.84.255.255,65536,22/05/02,NOS COMUNICACOES, S.A.
81.90.48.0,81.90.63.255,4096,18/11/08,IP TELECOM, SERVICOS DE TELECOMUNICACOES S.A.
81.193.0.0,81.193.255.255,65536,06/08/02,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
82.154.0.0,82.155.255.255,131072,19/11/03,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
83.132.0.0,83.132.255.255,65536,20/01/04,NOS COMUNICACOES, S.A.
83.144.128.0,83.144.191.255,16384,23/01/04,NOS COMUNICACOES, S.A.
83.174.0.0,83.174.63.255,16384,18/05/04,Vodafone Portugal - Communicacoes Pessoais S.A.
83.223.160.0,83.223.191.255,8192,13/07/04,NOS Madeira Comunicacoes, S.A.
83.223.224.0,83.223.255.255,8192,10/09/12,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
83.240.128.0,83.240.255.255,32768,17/03/04,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
84.18.224.0,84.18.255.255,8192,17/08/04,G9Telecom S.A.
84.23.192.0,84.23.223.255,8192,10/09/08,NOS Madeira Comunicacoes, S.A.
84.90.0.0,84.91.255.255,131072,12/05/04,NOWO COMMUNICATIONS, S.A.
85.88.128.0,85.88.159.255,8192,28/10/04,
85.138.0.0,85.139.255.255,131072,01/12/04,NOS COMUNICACOES, S.A.
85.240.0.0,85.247.255.255,524288,03/01/04,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
87.103.0.0,87.103.127.255,32768,19/10/05,Vodafone Portugal - Communicacoes Pessoais S.A.
87.196.0.0,87.196.255.255,65536,20/06/05,NOS COMUNICACOES, S.A.
88.157.0.0,88.157.255.255,65536,25/01/06,NOS COMUNICACOES, S.A.
88.210.64.0,88.210.127.255,16384,25/11/05,NOS COMUNICACOES, S.A.
88.214.128.0,88.214.191.255,16384,17/01/06,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
89.26.128.0,89.26.255.255,32768,12/06/06,ONITELECOM - INFOCOMUNICACOES, S.A.
89.109.64.0,89.109.127.255,16384,24/03/06,NOS Madeira Comunicacoes, S.A.
89.114.0.0,89.115.255.255,131072,10/04/06,Vodafone Portugal - Communicacoes Pessoais S.A.
89.152.0.0,89.155.255.255,262144,07/02/06,NOS COMUNICACOES, S.A.
89.180.0.0,89.181.255.255,131072,06/04/06,NOS COMUNICACOES, S.A.
89.214.0.0,89.214.255.255,65536,13/06/06,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
92.250.0.0,92.250.127.255,32768,20/11/07,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
93.102.0.0,93.102.255.255,65536,10/03/08,NOS COMUNICACOES, S.A.
93.108.0.0,93.108.255.255,65536,09/04/08,Vodafone Portugal - Communicacoes Pessoais S.A.
94.46.16.0,94.46.31.255,4096,03/06/08,ALMOUROLTEC SERVICOS DE INFORMATICA E INTERNET LDA
94.46.64.0,94.46.95.255,8192,03/06/08,
94.46.160.0,94.46.175.255,4096,03/06/08,ALMOUROLTEC SERVICOS DE INFORMATICA E INTERNET LDA
94.60.0.0,94.63.255.255,262144,23/06/08,Vodafone Portugal - Communicacoes Pessoais S.A.
94.132.0.0,94.133.255.255,131072,14/07/08,NOS COMUNICACOES, S.A.
95.69.0.0,95.69.127.255,32768,14/11/08,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
95.92.0.0,95.95.255.255,262144,15/12/08,NOS COMUNICACOES, S.A.
95.136.0.0,95.136.127.255,32768,13/02/09,Vodafone Portugal - Communicacoes Pessoais S.A.
95.172.160.0,95.172.191.255,8192,27/02/09,NOS Madeira Comunicacoes, S.A.
109.48.0.0,109.51.255.255,262144,19/10/09,NOS COMUNICACOES, S.A.
128.65.224.0,128.65.255.255,8192,07/10/11,NOS ACORES COMUNICACOES, S.A.
139.83.0.0,139.83.255.255,65536,08/03/91,
144.64.0.0,144.64.255.255,65536,11/12/95,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
146.193.0.0,146.193.255.255,65536,28/02/91,
148.63.0.0,148.63.255.255,65536,11/04/91,Vodafone Portugal - Communicacoes Pessoais S.A.
148.69.0.0,148.69.255.255,65536,11/04/91,Vodafone Portugal - Communicacoes Pessoais S.A.
148.71.0.0,148.71.255.255,65536,11/04/91,Vodafone Portugal - Communicacoes Pessoais S.A.
149.90.0.0,149.90.255.255,65536,28/01/92,Vodafone Portugal - Communicacoes Pessoais S.A.
158.162.0.0,158.162.255.255,65536,18/03/92,
159.255.48.0,159.255.63.255,4096,26/09/11,NOS Madeira Comunicacoes, S.A.
161.230.0.0,161.230.255.255,65536,19/03/93,Vodafone Portugal - Communicacoes Pessoais S.A.
176.78.0.0,176.79.255.255,131072,23/06/11,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
178.166.0.0,178.166.127.255,32768,05/03/10,Vodafone Portugal - Communicacoes Pessoais S.A.
188.37.0.0,188.37.255.255,65536,07/01/10,Vodafone Portugal - Communicacoes Pessoais S.A.
188.80.0.0,188.83.255.255,262144,25/03/09,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
188.125.192.0,188.125.223.255,8192,20/07/09,NOS Madeira Comunicacoes, S.A.
188.140.0.0,188.140.127.255,32768,20/05/09,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
188.250.0.0,188.251.255.255,131072,10/02/11,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
192.199.16.0,192.199.31.255,4096,04/08/92,
193.126.0.0,193.126.255.255,65536,09/06/95,NOS COMUNICACOES, S.A.
193.136.0.0,193.136.255.255,65536,01/09/93,Fundacao para a Ciencia e a Tecnologia, I.P.
193.137.0.0,193.137.255.255,65536,02/11/95,Fundacao para a Ciencia e a Tecnologia, I.P.
193.236.0.0,193.236.31.255,8192,15/03/95,Fundacao para a Ciencia e a Tecnologia, I.P.
193.236.32.0,193.236.95.255,16384,15/03/95,
193.236.96.0,193.236.111.255,4096,15/03/95,Fundacao para a Ciencia e a Tecnologia, I.P.
193.236.128.0,193.236.143.255,4096,15/03/95,
193.236.160.0,193.236.175.255,4096,15/03/95,Fundacao para a Ciencia e a Tecnologia, I.P.
193.236.192.0,193.236.255.255,16384,15/03/95,Fundacao para a Ciencia e a Tecnologia, I.P.
194.38.128.0,194.38.159.255,8192,18/06/96,ONITELECOM - INFOCOMUNICACOES, S.A.
194.65.0.0,194.65.31.255,8192,13/04/94,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
194.65.32.0,194.65.63.255,8192,29/09/95,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
194.65.64.0,194.65.127.255,16384,15/05/96,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
194.65.128.0,194.65.255.255,32768,15/05/96,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
194.79.64.0,194.79.95.255,8192,28/11/95,NOS COMUNICACOES, S.A.
194.117.0.0,194.117.31.255,8192,06/12/94,Fundacao para a Ciencia e a Tecnologia, I.P.
194.117.32.0,194.117.47.255,4096,06/12/94,Fundacao para a Ciencia e a Tecnologia, I.P.
194.210.0.0,194.210.255.255,65536,02/11/95,Fundacao para a Ciencia e a Tecnologia, I.P.
195.8.0.0,195.8.31.255,8192,22/04/96,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
195.22.0.0,195.22.31.255,8192,30/07/96,Claranet Portugal Telecomunicacoes S.A.
195.23.0.0,195.23.255.255,65536,01/11/96,NOS COMUNICACOES, S.A.
195.138.0.0,195.138.31.255,8192,27/08/96,SIBS Forward Payment Solutions, S.A.
195.245.128.0,195.245.191.255,16384,18/03/99,ONITELECOM - INFOCOMUNICACOES, S.A.
212.0.160.0,212.0.191.255,8192,27/08/03,NOS COMUNICACOES, S.A.
212.13.32.0,212.13.63.255,8192,02/03/99,G9Telecom S.A.
212.18.160.0,212.18.191.255,8192,29/03/99,Vodafone Portugal - Communicacoes Pessoais S.A.
212.55.128.0,212.55.159.255,8192,02/06/98,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
212.55.160.0,212.55.175.255,4096,02/06/98,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
212.57.64.0,212.57.95.255,8192,02/06/08,G9Telecom S.A.
212.113.160.0,212.113.191.255,8192,06/08/99,NOS COMUNICACOES, S.A.
213.13.0.0,213.13.255.255,65536,24/12/99,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
213.22.0.0,213.22.255.255,65536,28/10/99,NOS COMUNICACOES, S.A.
213.30.0.0,213.30.127.255,32768,08/11/99,Vodafone Portugal - Communicacoes Pessoais S.A.
213.58.0.0,213.58.255.255,65536,22/10/99,ONITELECOM - INFOCOMUNICACOES, S.A.
213.63.0.0,213.63.127.255,32768,29/03/00,AR TELECOM - Acessos e Redes de Telecomunicacoes, S.A.
213.63.128.0,213.63.255.255,32768,14/04/00,AR TELECOM - Acessos e Redes de Telecomunicacoes, S.A.
213.138.224.0,213.138.255.255,8192,21/11/02,NOS Madeira Comunicacoes, S.A.
213.141.0.0,213.141.31.255,8192,31/12/99,AR TELECOM - Acessos e Redes de Telecomunicacoes, S.A.
213.146.192.0,213.146.223.255,8192,18/04/00,ONITELECOM - INFOCOMUNICACOES, S.A.
213.190.192.0,213.190.223.255,8192,28/04/00,NOS Madeira Comunicacoes, S.A.
213.205.64.0,213.205.95.255,8192,28/11/00,NOS COMUNICACOES, S.A.
213.228.128.0,213.228.159.255,8192,10/04/00,NOWO COMMUNICATIONS, S.A.
213.228.160.0,213.228.191.255,8192,16/01/01,NOWO COMMUNICATIONS, S.A.
217.70.64.0,217.70.79.255,4096,20/11/00,NOS COMUNICACOES, S.A.
217.129.0.0,217.129.255.255,65536,16/01/01,NOWO COMMUNICATIONS, S.A.

;country: se.com
;not found se.com 404 Not Found

;country: pw
202.124.224.0,202.124.239.255,4096,06/08/02,

;country: qa
37.186.32.0,37.186.63.255,8192,20/03/12,Vodafone Qatar Q.S.C.
37.208.128.0,37.208.255.255,32768,29/03/12,Ooredoo Q.S.C.
37.210.0.0,37.211.255.255,131072,29/03/12,Ooredoo Q.S.C.
78.100.0.0,78.101.255.255,131072,22/05/07,Ooredoo Q.S.C.
80.76.160.0,80.76.175.255,4096,14/01/09,Vodafone Qatar Q.S.C.
81.29.160.0,81.29.175.255,4096,17/05/04,Advanced Internet Center (AIC)
82.148.96.0,82.148.127.255,8192,17/07/03,Ooredoo Q.S.C.
86.36.0.0,86.37.255.255,131072,04/05/05,Qatar Foundation for Education, Science and Community Development
86.62.192.0,86.62.255.255,16384,16/06/05,Ooredoo Q.S.C.
89.211.0.0,89.211.255.255,65536,20/04/06,Ooredoo Q.S.C.
176.202.0.0,176.203.255.255,131072,01/08/11,Ooredoo Q.S.C.
178.152.0.0,178.153.255.255,131072,23/04/10,Ooredoo Q.S.C.
212.70.96.0,212.70.127.255,8192,09/11/99,Vodafone Qatar Q.S.C.
212.77.192.0,212.77.223.255,8192,14/05/99,Ooredoo Q.S.C.
213.130.96.0,213.130.127.255,8192,16/05/02,Ooredoo Q.S.C.

;country: bar
;not found bar 404 Not Found

;country: tel
;not found tel 404 Not Found

;country: press
;not found press 404 Not Found

;country: pics
;not found pics 404 Not Found

;country: us.com
;not found us.com 404 Not Found

;country: ac
;not found ac 404 Not Found

;country: ad
46.172.224.0,46.172.255.255,8192,04/01/11,
85.94.160.0,85.94.191.255,8192,04/01/05,ANDORRA TELECOM SAU
91.187.64.0,91.187.95.255,8192,17/11/06,ANDORRA TELECOM SAU
109.111.96.0,109.111.127.255,8192,24/11/09,ANDORRA TELECOM SAU
194.158.64.0,194.158.95.255,8192,27/06/96,ANDORRA TELECOM SAU

;country: ae
2.48.0.0,2.51.255.255,262144,28/05/10,Emirates Telecommunications Corporation
5.30.0.0,5.31.255.255,131072,09/05/12,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
5.32.0.0,5.32.127.255,32768,09/05/12,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
5.38.0.0,5.38.127.255,32768,14/05/12,Emirates Telecommunications Corporation
5.107.0.0,5.107.255.255,65536,29/06/12,Emirates Telecommunications Corporation
5.192.0.0,5.193.255.255,131072,22/08/12,Emirates Telecommunications Corporation
5.194.0.0,5.194.127.255,32768,22/08/12,Emirates Telecommunications Corporation
5.194.128.0,5.194.191.255,16384,22/08/12,Emirates Telecommunications Corporation
5.194.192.0,5.194.223.255,8192,22/08/12,Emirates Telecommunications Corporation
5.194.224.0,5.194.239.255,4096,22/08/12,Emirates Telecommunications Corporation
5.195.0.0,5.195.255.255,65536,22/08/12,Emirates Telecommunications Corporation
31.29.64.0,31.29.95.255,8192,08/03/11,Higher Colleges of Technology
31.215.0.0,31.215.255.255,65536,06/05/11,Emirates Telecommunications Corporation
31.218.0.0,31.219.255.255,131072,10/05/11,Emirates Telecommunications Corporation
37.245.0.0,37.245.255.255,65536,16/04/12,Emirates Telecommunications Corporation
69.194.64.0,69.194.127.255,16384,13/05/09,SALAR LLC FZE
80.227.0.0,80.227.255.255,65536,14/12/01,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
83.110.0.0,83.111.255.255,131072,20/01/04,Emirates Telecommunications Corporation
85.115.64.0,85.115.95.255,8192,01/03/05,Thuraya Telecommunications Private Joint-Stock Company
86.96.0.0,86.99.255.255,262144,20/04/05,Emirates Telecommunications Corporation
87.200.0.0,87.201.255.255,131072,06/06/05,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
91.72.0.0,91.75.255.255,262144,15/08/06,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
92.96.0.0,92.99.255.255,262144,26/09/07,Emirates Telecommunications Corporation
94.56.0.0,94.59.255.255,262144,12/06/08,Emirates Telecommunications Corporation
94.200.0.0,94.207.255.255,524288,17/07/08,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
109.177.0.0,109.177.255.255,65536,07/09/12,Emirates Telecommunications Corporation
113.203.0.0,113.203.127.255,32768,28/11/08,SALAR LLC FZE
132.186.0.0,132.186.255.255,65536,09/03/89,
151.253.0.0,151.253.255.255,65536,22/08/12,Emirates Telecommunications Corporation
172.80.128.0,172.80.255.255,32768,05/07/15,SALAR LLC FZE
176.204.0.0,176.205.255.255,131072,10/08/11,Emirates Telecommunications Corporation
192.15.0.0,192.15.255.255,65536,23/10/84,SALAR LLC FZE
194.170.0.0,194.170.255.255,65536,18/09/95,Emirates Telecommunications Corporation
195.229.0.0,195.229.255.255,65536,25/11/97,Emirates Telecommunications Corporation
204.18.0.0,204.18.255.255,65536,04/10/94,SALAR LLC FZE
213.42.0.0,213.42.255.255,65536,29/09/99,Emirates Telecommunications Corporation
213.132.32.0,213.132.63.255,8192,12/10/00,Emirates Integrated Telecommunications Company PJSC (EITC-DU)
217.164.0.0,217.165.255.255,131072,05/04/01,Emirates Telecommunications Corporation

;country: af
58.147.128.0,58.147.159.255,8192,15/06/05,
61.5.192.0,61.5.207.255,4096,05/01/11,
117.55.192.0,117.55.207.255,4096,02/07/07,
121.127.32.0,121.127.63.255,8192,09/10/07,
124.199.112.0,124.199.127.255,4096,17/01/11,
125.213.192.0,125.213.223.255,8192,28/02/07,
149.54.0.0,149.54.127.255,32768,07/09/12,
175.106.32.0,175.106.63.255,8192,08/01/10,
180.94.64.0,180.94.95.255,8192,31/07/09,
202.56.176.0,202.56.191.255,4096,14/04/04,
202.86.16.0,202.86.31.255,4096,28/09/04,
203.215.32.0,203.215.47.255,4096,04/04/06,

;country: ag
69.50.64.0,69.50.79.255,4096,28/05/03,
69.57.224.0,69.57.255.255,8192,25/06/03,
76.76.160.0,76.76.191.255,8192,04/05/07,
205.217.224.0,205.217.255.255,8192,10/04/95,
206.214.0.0,206.214.31.255,8192,17/08/09,
209.59.64.0,209.59.127.255,16384,21/07/04,

;country: ai
;not found ai 404 Not Found

;country: al
31.22.48.0,31.22.63.255,4096,25/03/11,Telekom Albania SH.A
31.44.64.0,31.44.79.255,4096,24/02/11,Abissnet sh.a.
46.99.0.0,46.99.255.255,65536,08/06/10,
46.252.32.0,46.252.47.255,4096,17/12/10,4ALB shpk
77.242.16.0,77.242.31.255,4096,22/02/07,Abissnet sh.a.
79.106.0.0,79.106.255.255,65536,23/11/07,Albtelecom Sh.a.
80.78.64.0,80.78.79.255,4096,04/07/01,ABCOM Shpk
80.80.160.0,80.80.175.255,4096,17/07/01,
80.90.80.0,80.90.95.255,4096,03/06/05,ADA Holding - ADA AIR sh.p.k.
80.91.112.0,80.91.127.255,4096,09/06/05,Abissnet sh.a.
82.114.64.0,82.114.95.255,8192,22/12/03,Kujtesa Net Sh.p.k.
84.20.64.0,84.20.95.255,8192,02/09/04,Pronet sh.p.k.
91.187.96.0,91.187.127.255,8192,24/11/06,
92.60.16.0,92.60.31.255,4096,30/11/07,Abissnet sh.a.
95.107.128.0,95.107.255.255,32768,02/12/08,"Albanian Satellite Communications" sh.p.k.
109.104.128.0,109.104.159.255,8192,04/09/09,ITirana Sh.p.k.
109.236.32.0,109.236.47.255,4096,30/11/09,Abissnet sh.a.
134.0.32.0,134.0.63.255,8192,01/11/11,Agjencia Kombetare Shoqerise se Informacionit
188.172.96.0,188.172.111.255,4096,03/08/09,Vodafone Albania Sh.A.
213.207.32.0,213.207.63.255,8192,22/12/05,VIVO Communications Sh p k
217.21.144.0,217.21.159.255,4096,21/10/10,Nisatel LTD
217.24.240.0,217.24.255.255,4096,14/05/03,Albtelecom Sh.a.
217.73.128.0,217.73.143.255,4096,17/01/11,ABCOM Shpk

;country: am
5.77.128.0,5.77.255.255,32768,13/06/12,Ucom LLC
37.157.208.0,37.157.223.255,4096,15/03/12,Ucom LLC
37.186.64.0,37.186.127.255,16384,20/03/12,GNC-Alfa CJSC
37.252.64.0,37.252.95.255,8192,19/04/12,Ucom LLC
46.70.0.0,46.71.255.255,131072,07/07/10,VEON Armenia CJSC
46.130.0.0,46.130.255.255,65536,06/10/10,MTS Armenia CJSC
46.162.192.0,46.162.255.255,16384,29/11/10,Ucom LLC
46.241.128.0,46.241.255.255,32768,23/12/10,Ucom LLC
62.89.0.0,62.89.31.255,8192,14/12/04,GNC-Alfa CJSC
78.109.64.0,78.109.79.255,4096,04/07/07,GNC-Alfa CJSC
80.86.224.0,80.86.239.255,4096,21/08/01,Netsys JV LLC
81.16.0.0,81.16.15.255,4096,18/12/08,Ucom LLC
81.89.208.0,81.89.223.255,4096,18/04/06,Crossnet LLC
82.199.192.0,82.199.223.255,8192,10/09/12,Ucom LLC
83.139.0.0,83.139.63.255,16384,18/08/04,MTS Armenia CJSC
87.241.128.0,87.241.191.255,16384,07/07/05,VEON Armenia CJSC
89.249.192.0,89.249.207.255,4096,20/11/06,WEB Ltd
93.185.32.0,93.185.47.255,4096,05/06/08,GNC-Alfa CJSC
94.228.16.0,94.228.31.255,4096,23/09/08,Supercom LLC
95.140.192.0,95.140.207.255,4096,20/03/09,MTS Armenia CJSC
109.75.32.0,109.75.47.255,4096,17/11/09,Ucom LLC
141.136.64.0,141.136.95.255,8192,29/06/11,Ucom LLC
178.72.128.0,178.72.191.255,16384,10/03/10,Supercom LLC
178.78.128.0,178.78.191.255,16384,27/04/10,Ucom LLC
178.160.128.0,178.160.255.255,32768,22/01/10,VEON Armenia CJSC
178.219.48.0,178.219.63.255,4096,21/05/10,
188.115.192.0,188.115.255.255,16384,25/05/09,Ucom LLC
195.250.64.0,195.250.95.255,8192,10/03/97,GNC-Alfa CJSC
212.34.224.0,212.34.255.255,8192,23/04/09,Ucom LLC
212.42.192.0,212.42.223.255,8192,21/08/98,WEB Ltd
212.73.64.0,212.73.95.255,8192,01/02/99,VEON Armenia CJSC
217.76.0.0,217.76.15.255,4096,01/05/09,MTS Armenia CJSC
217.113.0.0,217.113.15.255,4096,12/01/01,WEB Ltd
217.113.16.0,217.113.31.255,4096,24/06/02,WEB Ltd

;country: as
202.70.112.0,202.70.127.255,4096,14/11/03,

;country: re
41.213.128.0,41.213.255.255,32768,08/01/08,
62.61.192.0,62.61.255.255,16384,24/09/14,
129.122.64.0,129.122.127.255,16384,08/10/15,
139.26.0.0,139.26.255.255,65536,28/09/16,
154.67.0.0,154.67.127.255,32768,30/09/13,
154.67.128.0,154.67.255.255,32768,10/02/14,
164.160.224.0,164.160.239.255,4096,09/05/16,
165.90.128.0,165.90.191.255,16384,23/11/15,
165.169.0.0,165.169.255.255,65536,26/06/15,
168.253.128.0,168.253.191.255,16384,06/05/15,

;country: no.com
;not found no.com 404 Not Found

;country: at
5.132.128.0,5.132.191.255,16384,02/07/12,interneX GmbH
5.198.144.0,5.198.159.255,4096,27/08/12,interneX GmbH
37.143.176.0,37.143.191.255,4096,05/03/12,Citycom Telekommunikation GmbH
37.186.0.0,37.186.31.255,8192,20/03/12,oja.at GmbH
37.252.224.0,37.252.255.255,8192,23/04/12,ANEXIA Internetdienstleistungs GmbH
46.20.16.0,46.20.31.255,4096,17/08/10,KT-NET Communications GmbH
46.57.0.0,46.57.127.255,32768,07/10/10,Hutchison Drei Austria GmbH
46.74.0.0,46.75.255.255,131072,28/07/10,A1 Telekom Austria AG
46.124.0.0,46.125.255.255,131072,31/05/10,T-Mobile Austria GmbH
46.206.0.0,46.207.255.255,131072,27/12/10,A1 Telekom Austria AG
46.220.0.0,46.220.255.255,65536,20/01/11,Hutchison Drei Austria GmbH
62.13.192.0,62.13.223.255,8192,04/07/00,CPSNET Internet Providing
62.40.128.0,62.40.255.255,32768,09/05/00,kabelplus GmbH
62.46.0.0,62.47.255.255,131072,30/05/00,A1 Telekom Austria AG
62.68.192.0,62.68.223.255,8192,12/02/09,mieX GmbH
62.93.64.0,62.93.127.255,16384,12/04/07,JM-DATA GmbH
62.99.128.0,62.99.255.255,32768,30/07/01,UPC Austria GmbH
62.116.0.0,62.116.31.255,8192,30/07/97,Tele2 Telecommunication GmbH
62.116.32.0,62.116.63.255,8192,16/11/99,A1 Telekom Austria AG
62.116.64.0,62.116.95.255,8192,16/11/99,Tele2 Telecommunication GmbH
62.116.96.0,62.116.127.255,8192,23/04/01,Tele2 Telecommunication GmbH
62.140.32.0,62.140.63.255,8192,15/05/00,T-Mobile Austria GmbH
62.178.0.0,62.178.255.255,65536,18/09/00,UPC Austria GmbH
